Provincia,Cantón,Parroquia,Dirección,Código Institución,Nombre Institución,Sostenimiento,Régimen Escolar,Jurisdicción,Identificación Etnica,Nacionalidad Predominante,Pueblo Predominante,Número Alumnos,Número Docentes,Estudiantes por docente
BOLIVAR,SAN MIGUEL,SAN PABLO (SAN PABLO DE ATENAS),   COMUNIDAD SANTIAGOPAMBA,02B00118,UNIDAD EDUCATIVA MONSEÑOR LEONIDAS PROAÑO,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,132.0,11.0,12.0
CAÑAR,BIBLIAN,BIBLIAN,   AGUARONGO CHICO,03B00004,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA JOSE BENIGNO IGLESIAS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,11.0,1.0,11.0
CAÑAR,BIBLIAN,JERUSALEN,   CHICA DESPENSA-PADRE RUMI,03B00005,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE JOSE BENIGNO CASTRO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,8.0,1.0,8.0
CAÑAR,CAÑAR,CAÑAR,   COMUNIDAD CUCHUCUN,03B00009,CECIB DE EDUCACION BASICA JOSE ANTONIO CAIZAN MAINATO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,39.0,5.0,7.8
CAÑAR,CAÑAR,CAÑAR,   COMUNIDAD LA POSTA,03B00010,CECIB DE EDUCACION BASICA LA POSTA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,10.0,1.0,10.0
CAÑAR,CAÑAR,CAÑAR,   COMUNIDAD QUILLOAC,03B00133,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE QUILLOAC,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,412.0,29.0,14.21
CAÑAR,CAÑAR,CAÑAR,   COMUNIDAD QUILLOAC-SECTOR JUNDU CUCHU,03B00016,CECIB DE EDUCACION BASICA SAN ANTONIO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,16.0,2.0,8.0
CAÑAR,CAÑAR,CAÑAR,   COMUNIDAD SAN RAFAEL,03B00007,CECIB DE EDUCACION BASICA ANTONIO GUAMAN ZHININ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,1.0,1.0,1.0
CAÑAR,CAÑAR,HONORATO VASQUEZ (TAMBO VIEJO),   COMUNIDAD  SIGSI HUAYCO,03B00134,CECIB DE EDUCACION BASICA JUAN JOSE BUÑAY BUÑAY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,12.0,2.0,6.0
CAÑAR,CAÑAR,INGAPIRCA,   COMUNIDAD  CAGUANA PAMBA,03B00135,CECIB DE EDUCACION BASICA SANTIAGO VASQUEZ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,40.0,3.0,13.33
CAÑAR,CAÑAR,INGAPIRCA,   COMUNIDAD DE CEBADAS,03B00048,CECIB DE EDUCACION BASICA DANIEL CLAVIJO IGLESIAS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,62.0,3.0,20.67
CAÑAR,CAÑAR,INGAPIRCA,   COMUNIDAD SAN JOSE DE CAJON TAMBO,03B00050,CECIB DE EDUCACION BASICA SAN JOSE DE CULEBRILLAS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,22.0,1.0,22.0
CAÑAR,CAÑAR,INGAPIRCA,   COMUNIDAD SISID-VIA INGAPIRCA,03B00054,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SISID,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,162.0,15.0,10.8
CAÑAR,EL TAMBO,EL TAMBO,CALLE PRINCIPAL  VIA A LA COMUNIDAD MOLINO HUAYCO SN CALLE SECUNDARIA VIA A LA CDLA MUNICIPAL ,03B00069,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE UE FISCOMISIONAL MUSHUK KAWSAY,Fiscomisional,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,238.0,20.0,11.9
CAÑAR,EL TAMBO,EL TAMBO,   COMUNIDAD DE  ABSUL,03B00066,CECIB DE EDUCACION BASICA CULEBRILLAS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,35.0,2.0,17.5
CAÑAR,EL TAMBO,EL TAMBO,   COMUNIDAD  MOLINO HUAICO,03B00071,CECIB DE EDUCACION BASICA 20 DE AGOSTO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,5.0,1.0,5.0
CAÑAR,EL TAMBO,EL TAMBO,   COMUNIDAD SAN JOSE DE ROMERILLO,03B00065,CECIB DE EDUCACION BASICA SAN JOSE DE ROMERILLO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,21.0,2.0,10.5
CAÑAR,EL TAMBO,EL TAMBO,   COMUNIDAD TUNASPAMBA,03B00067,CECIB DE EDUCACION BASICA LAZARO CONDO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,29.0,2.0,14.5
CARCHI,BOLIVAR,LOS ANDES,   COMUNIDAD DE PIQUIUCHO,04H00504,UNIDAD EDUCATIVA DEL MILENIO SAN GABRIEL DE PIQUIUCHO. ,Fiscal,Sierra,Intercultural,Negra,Negra,Negra,492.0,33.0,14.91
CARCHI,MIRA,CONCEPCION,   BARRIO ALFONSO HERRERA CONCEPCION,04H00272,UNIDAD EDUCATIVA 19 DE NOVIEMBRE,Fiscal,Sierra,Intercultural,Negra,Negra,Negra,295.0,19.0,15.53
CARCHI,TULCAN,EL CHICAL,"   CENTRO AWA, EL PAILON",04B00006,CIUDAD DEL ANGEL,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Awá,Awa,32.0,2.0,16.0
CARCHI,TULCAN,EL CHICAL,   CENTRO AWA GUALPI ALTO,04B00013,RIO TRONQUERIA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Awá,Awa,7.0,1.0,7.0
CARCHI,TULCAN,EL CHICAL,   CENTRO AWA GUALPI MEDIO,04B00007,RUFINO TAICUZ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Awá,Awa,104.0,4.0,26.0
CARCHI,TULCAN,EL CHICAL,   CENTRO AWA- LA GUAÑA,04B00009,EDUARDO FIERRO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Awá,Awa,17.0,1.0,17.0
CARCHI,TULCAN,EL CHICAL,   CENTRO AWA- RIO TIGRE,04B00010,10 DE NOVIEMBRE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Awá,Awa,7.0,1.0,7.0
CARCHI,TULCAN,EL CHICAL,   COMUNIDAD GUALPI BAJO,04B00011,PLAYA GRANDE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Awá,Awa,54.0,2.0,27.0
CARCHI,TULCAN,EL CHICAL,   COMUNIDAD GUARE,04B00012,JUAN PAY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Awá,Awa,49.0,4.0,12.25
CARCHI,TULCAN,EL CHICAL,   COMUNIDAD SAN MARCOS,04B00014,JUAN BAUTISTA AGUIRRE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Awá,Awa,316.0,16.0,19.75
CARCHI,TULCAN,EL CHICAL,   GUALPI ALTO,04B00008,MEDARDO ANGEL SILVA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Awá,Awa,41.0,2.0,20.5
CARCHI,TULCAN,TOBAR DONOSO (LA BOCANA DE CAMUMBI),   COMUNIDAD DEL BABOSO,04B00004,HUMBERTO VALENZUELA VERA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Awá,Awa,56.0,4.0,14.0
CARCHI,TULCAN,TOBAR DONOSO (LA BOCANA DE CAMUMBI),   COMUNIDAD ISHPI,04B00003,JUAN ALEGRIA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Awá,Awa,37.0,1.0,37.0
CARCHI,TULCAN,TOBAR DONOSO (LA BOCANA DE CAMUMBI),   COMUNIDAD OJALA,04B00002,EL ORO AMARILLO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Awá,Awa,46.0,3.0,15.33
CARCHI,TULCAN,TOBAR DONOSO (LA BOCANA DE CAMUMBI),   COMUNIDAD SABALERA,04B00005,PEÑA NEGRA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Awá,Awa,5.0,1.0,5.0
CARCHI,TULCAN,TOBAR DONOSO (LA BOCANA DE CAMUMBI),   ESTERO COROSALA,04B00001,LA COROZALA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Awá,Awa,24.0,1.0,24.0
CARCHI,TULCAN,TUFIÑO,   AVENIDA GRAN COLOMBIA,04H00110,UNIDAD EDUCATIVA TUFIÑO,Fiscal,Sierra,Intercultural,Mestiza,Mestiza,Mestiza,454.0,29.0,15.66
CHIMBORAZO,ALAUSI,ACHUPALLAS,   AJOS PUCARA,06B00145,AJOS PUCARA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,16.0,3.0,5.33
CHIMBORAZO,ALAUSI,ACHUPALLAS,   CASERIO SANTA ROSA DE CHICHO ALTO,06B00119,CHARLES DARWIN,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,35.0,2.0,17.5
CHIMBORAZO,ALAUSI,ACHUPALLAS,   COMINUDAD LA DOLOROSA ZULA,06B00120,PROVINCIA DE SUCUMBIOS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,55.0,5.0,11.0
CHIMBORAZO,ALAUSI,ACHUPALLAS,   COMUNIDAD COBSHE ALTO,06B00153,CECIB DE EDUCACIÓN BÁSICA MORONA SANTIAGO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,72.0,7.0,10.29
CHIMBORAZO,ALAUSI,ACHUPALLAS,   COMUNIDAD GUANGRA,06B00118,CANTÓN  ALAUSI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,86.0,9.0,9.56
CHIMBORAZO,ALAUSI,ACHUPALLAS,   COMUNIDAD HUANCA PALLAGUCHI,06B00114,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE HUANCA PALLAGUCHI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,196.0,17.0,11.53
CHIMBORAZO,ALAUSI,ACHUPALLAS,   COMUNIDAD JUBAL CENTRO,06B00140,RIO JUBAL,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,191.0,14.0,13.64
CHIMBORAZO,ALAUSI,ACHUPALLAS,   COMUNIDAD OZOGOCHE ALTO,06B00123,CENTRO DE EDUCACION COMUNITARIA INTERCULTURAL BILINGÜE PLUTARCO CEVALLOS GUERRA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,25.0,2.0,12.5
CHIMBORAZO,ALAUSI,ACHUPALLAS,   COMUNIDAD POMACOCHO,06B00139,ARTURO BORJA LEÓN,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,45.0,4.0,11.25
CHIMBORAZO,ALAUSI,ACHUPALLAS,   COMUNIDAD SAN JOSE DE LLILLA,06B00151,CECIBEB LLILLA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,25.0,5.0,5.0
CHIMBORAZO,ALAUSI,ACHUPALLAS,   COMUNIDAD SHUMID CENTRO,06B00135,CENTRO DE EDUCACION COMUNITARIA INTERCULTURAL BILINGÜE ABRAHAM LICOLN,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,46.0,7.0,6.57
CHIMBORAZO,ALAUSI,ACHUPALLAS,   GUAYLLA GRANDE,06B00146,CECIB DE EDUCACIÓN BÁSICA DIEGO DE IBARRA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,79.0,7.0,11.29
CHIMBORAZO,ALAUSI,ACHUPALLAS,   JUBAL CHICHOLOMA,06B00142,CORDILLERA DE LOS ANDES,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,11.0,1.0,11.0
CHIMBORAZO,ALAUSI,ACHUPALLAS,   OZOGOCHE BAJO,06B00134,RIO  OZOGOCHE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,46.0,3.0,15.33
CHIMBORAZO,ALAUSI,ACHUPALLAS,   RECINTO CHICHO BAJO,06B00129,CENTRO DE EDUCACION COMUNITARIA INTERCULTURAL BILINGÜE LUIS FELIPE TORRES,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,36.0,4.0,9.0
CHIMBORAZO,ALAUSI,ACHUPALLAS,   RECINTO CHINIGUAICO,06B00630,CENTRO DE EDUCACION COMUNITARIA INTERCULTURAL BILINGÜE DR. SEGUNDO TIMOTEO MACHADO BONILLA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,153.0,10.0,15.3
CHIMBORAZO,ALAUSI,ACHUPALLAS,   RECINTO TOTORAS,06B00137,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE TOTORAS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,369.0,28.0,13.18
CHIMBORAZO,ALAUSI,ALAUSI,   CACERIO NIZAG,06B00112,UNIDAD EDUCATIVA NIZAG INDIGENA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,487.0,25.0,19.48
CHIMBORAZO,ALAUSI,ALAUSI,   COMUNIDAD LLACTAPAMBA,06B00185,ANGEL ERMINIO SILVA OLIVO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,236.0,17.0,13.88
CHIMBORAZO,ALAUSI,ALAUSI,   SHUSHILCON,06B00111,JOSÉ ANTONIO PONTÓN,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,54.0,4.0,13.5
CHIMBORAZO,ALAUSI,GUASUNTOS,   COMUNIDAD SHUID,06H00571,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SOCTA URCO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,372.0,20.0,18.6
CHIMBORAZO,ALAUSI,TIXAN,   COCÁN,06B00158,UNIDAD EDUCATIVA COCAN,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,204.0,21.0,9.71
CHIMBORAZO,ALAUSI,TIXAN,   COMUNIDAD DE PACHAMAMA GRANDE,06B00180,BENIGNO BRITO ZUÑIGA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,41.0,3.0,13.67
CHIMBORAZO,ALAUSI,TIXAN,   COMUNIDAD PACHAGSI,06B00188,ANTONIO ELIZALDE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,51.0,2.0,25.5
CHIMBORAZO,ALAUSI,TIXAN,   COMUNIDAD  PUEBLO VIEJO,06B00176,JUAN FRANCISCO YEROVI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,160.0,13.0,12.31
CHIMBORAZO,ALAUSI,TIXAN,   COMUNIDAD SAN ALFONSO YUYAUTE ALTO,06B00157,CENTRO EDUCATIVO COMUNITARIO ALFONSO BRITO HIDALGO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,18.0,2.0,9.0
CHIMBORAZO,ALAUSI,TIXAN,   GULAGHUAYCO,06B00173,JOSE MARIA FALCONI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,40.0,3.0,13.33
CHIMBORAZO,ALAUSI,TIXAN,   LA MERCED,06B00184,GRAL JOSE MARIA SAENZ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,50.0,4.0,12.5
CHIMBORAZO,ALAUSI,TIXAN,   LA PACIFICA,06B00183,LA PACIFICA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,42.0,3.0,14.0
CHIMBORAZO,ALAUSI,TIXAN,   PACHAMAMA CHICO,06B00174,DIEGO MENDEZ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,95.0,11.0,8.64
CHIMBORAZO,ALAUSI,TIXAN,   SANGANAO,06B00181,NACIONES UNIDAS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,25.0,3.0,8.33
CHIMBORAZO,ALAUSI,TIXAN,   SANTA LUCIA,06B00182,PEDRO MONCAYO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,124.0,13.0,9.54
CHIMBORAZO,ALAUSI,TIXAN,   SILVERIA - SANTA CECILIA,06B00163,CENTRO DE EDUCACION COMUNITARIA INTERCULTURAL BILINGÜE JUAN MONTALVO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,76.0,8.0,9.5
CHIMBORAZO,COLTA,CAÑI,   COMUNIDAD AMBROCIO LASO,06B00334,ABOGADO JAIME HURTADO GONZALEZ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,22.0,2.0,11.0
CHIMBORAZO,COLTA,COLUMBE,   COLUMBE GRANDE LOTE 1-2,06B00291,CECIBEB  ESTANISLAO ZAMBRANO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,70.0,10.0,7.0
CHIMBORAZO,COLTA,COLUMBE,   COMUNIDAD,06B00270,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA MANUEL CORO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,67.0,4.0,16.75
CHIMBORAZO,COLTA,COLUMBE,   COMUNIDAD EL TROJE COLUMBE COLTA,06B00308,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ABYA YALA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,49.0,10.0,4.9
CHIMBORAZO,COLTA,COLUMBE,   COMUNIDAD LA MERCED,06B00293,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA PAMPITE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,16.0,2.0,8.0
CHIMBORAZO,COLTA,COLUMBE,   COMUNIDAD LLINLLIN,06B00285,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE DUCHICELA SHIRY XII,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,181.0,19.0,9.53
CHIMBORAZO,COLTA,COLUMBE,   COMUNIDAD LLINLLIN SECTOR PUCARA,06B00298,CECIBEB PACIFICO CHIRIBOGA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,81.0,8.0,10.12
CHIMBORAZO,COLTA,COLUMBE,   COMUNIDAD PULUCATE SECTOR COLEGIO,06B00311,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE DR. MANUEL NAULA SAGÑAY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,137.0,15.0,9.13
CHIMBORAZO,COLTA,COLUMBE,   COMUNIDAD SAN BARTOLO GRANDE,06B00328,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MARIANO VALLA SAGÑAY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,42.0,10.0,4.2
CHIMBORAZO,COLTA,COLUMBE,   COMUNIDAD SAN BERNARDO,06B00318,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGUE DE EDUCACION BASICA GONZALO DIAZ DE PINEDA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,28.0,3.0,9.33
CHIMBORAZO,COLTA,COLUMBE,   COMUNIDAD SAN GUISEL ALTO,06B00322,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SAN GUISEL ALTO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,55.0,10.0,5.5
CHIMBORAZO,COLTA,COLUMBE,   COMUNIDAD SAN JOSE DE COLOMBA LOTE 3 Y 4,06B00304,CECIBEB CARLOS ARTURO LEON,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,27.0,3.0,9.0
CHIMBORAZO,COLTA,COLUMBE,   COMUNIDAD SECAO SAN JOSE,06B00324,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MAESTRO OSWALDO GUAYASAMIN CALERO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,147.0,14.0,10.5
CHIMBORAZO,COLTA,COLUMBE,   COMUNIDAD ZAZAPUD (ZONA COLUMBE A),06B00612,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE PEDRO IGNACIO LIZARZABURU,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,87.0,12.0,7.25
CHIMBORAZO,COLTA,COLUMBE,   KM38 VIA CUENCA - COMUNIDAD CALANCHA,06B00292,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CALANCHA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,57.0,12.0,4.75
CHIMBORAZO,COLTA,COLUMBE,   LLINLLIN CENTRO CIVICO,06B00306,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA JUAN BERNARDO DÁVALOS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,14.0,2.0,7.0
CHIMBORAZO,COLTA,COLUMBE,   PARROQUIA COLUMBE,06B00289,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE HUALCOPO DUCHICELA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,762.0,54.0,14.11
CHIMBORAZO,COLTA,COLUMBE,   ZONA COLUMBE A.  COMUNIDAD RODEOPAMBA,06B00319,CECIBEB PAISES ANDINOS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,39.0,6.0,6.5
CHIMBORAZO,COLTA,JUAN DE VELASCO (PANGOR),   COMUNIDAD GUANGOPUD,06B00288,CECIBEB COMANDANTE COSME RENELLA BARBATO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,6.0,1.0,6.0
CHIMBORAZO,COLTA,JUAN DE VELASCO (PANGOR),   COMUNIDAD TEPEYAC GATAZO,06B00332,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MONSEÑOR LEONIDAS PROAÑO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,101.0,11.0,9.18
CHIMBORAZO,COLTA,JUAN DE VELASCO (PANGOR),   COMUNIDAD VARASPAMBA,06B00333,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA ANGEL ARMIJOS VASCO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,17.0,2.0,8.5
CHIMBORAZO,COLTA,SANTIAGO DE QUITO (CAB. EN SAN ANTONIO DE QUITO),   SANTIAGO DE QUITO JUNTO A CENTRO DE SALUD,06B00351,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÛE SANTIAGO DE QUITO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,332.0,19.0,17.47
CHIMBORAZO,COLTA,SICALPA,   COMPAÑÍA OBRAJE (COOPERATIVA),06B00211,CECIBEB JOSÉ MARÍA VILLAVICENCIO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,46.0,5.0,9.2
CHIMBORAZO,COLTA,SICALPA,   COMUINIDAD GUACONA CHICO,06B00214,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SEGUNDO JACOBO YEPEZ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,122.0,17.0,7.18
CHIMBORAZO,COLTA,SICALPA,   COMUNIDAD CEBOLLAR ALTO,06B00201,CECIBEB JUAN BAUTISTA  AGUIRRE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,12.0,2.0,6.0
CHIMBORAZO,COLTA,SICALPA,   COMUNIDAD CHACABAMBA CHICO CAGRIN,06B00237,6 DE MARZO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,13.0,2.0,6.5
CHIMBORAZO,COLTA,SICALPA,   COMUNIDAD EL LIRIO,06B00235,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE GENERAL RUMIÑAHUI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,78.0,12.0,6.5
CHIMBORAZO,COLTA,SICALPA,   COMUNIDAD LA ESPERANZA,06B00244,CECIBEB TNTE  CARLOS DIAZ TERAN,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,30.0,4.0,7.5
CHIMBORAZO,COLTA,SICALPA,   COMUNIDAD LIGLIG,06B00216,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE HERMEL TAYUPANDA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,151.0,17.0,8.88
CHIMBORAZO,COLTA,SICALPA,   COMUNIDAD MAJIPAMBA A LADO DE LA RADIO COLTA,06B00619,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ESPECIAL LOUIS BRAILLE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,32.0,8.0,4.0
CHIMBORAZO,COLTA,SICALPA,   COMUNIDAD VALLE COLTA MONJAS - PANAMERICANA SUR FRENTE A LA LAGUNA DE COLTA,06B00233,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE JAIME ROLDOS AGUILERA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,293.0,22.0,13.32
CHIMBORAZO,COLTA,SICALPA,   ESTA EN LA COMUNIDAD DE MAJIPAMBA,06B00245,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CIENCIA Y BIBLIA ,Particular Laico,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,13.0,4.0,3.25
CHIMBORAZO,COLTA,SICALPA,   MAUCA CORRAL,06B00670,CECIBEB SABIDURIA ANDINA MAUCA CORRAL,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,10.0,1.0,10.0
CHIMBORAZO,GUAMOTE,CEBADAS,   BARRIO CENTRAL CEBADAS,06B00447,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE ÑUKANCHIK YACHAY ,Fiscomisional,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,130.0,13.0,10.0
CHIMBORAZO,GUAMOTE,CEBADAS,   COMUNIDAD BASAN GRANDE,06B00462,LUIS NAPOLEON DILLON,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,17.0,2.0,8.5
