Provincia,Cantón,Parroquia,Dirección,Código Institución,Nombre Institución,Sostenimiento,Régimen Escolar,Jurisdicción,Identificación Etnica,Nacionalidad Predominante,Pueblo Predominante,Número Alumnos,Número Docentes,Estudiantes por docente
CHIMBORAZO,GUAMOTE,CEBADAS,   COMUNIDAD GOZOY SAN LUIS,06B00477,CECIBEB ROBERTO ANDRADE,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,18.0,2.0,9.0
CHIMBORAZO,GUAMOTE,CEBADAS,   COMUNIDAD GUANINCHE ALTO,06B00510,ING. FERNANDO BEDOYA VACA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,17.0,2.0,8.5
CHIMBORAZO,GUAMOTE,CEBADAS,   COMUNIDAD  GUARGUALLA GRANDE,06B00473,CECIBEB RIO SANTIAGO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,62.0,7.0,8.86
CHIMBORAZO,GUAMOTE,CEBADAS,   COMUNIDAD ICHUBAMBA,06B00446,CECIBEB PRESIDENTE URBINA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,7.0,2.0,3.5
CHIMBORAZO,GUAMOTE,CEBADAS,   COMUNIDAD ISHBUG UTUCÚN,06B00444,CECIBEB LUIS ALFONSO MINACHO PADILLA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,57.0,4.0,14.25
CHIMBORAZO,GUAMOTE,CEBADAS,   COMUNIDAD  LA TRANCA SAN LUIS,06B00479,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MARTHA BUCARAM DE ROLDOS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,151.0,11.0,13.73
CHIMBORAZO,GUAMOTE,CEBADAS,   COMUNIDAD PANCUN ICHUBAMBA,06B00460,CARLOS ANDRADE MARÍN,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,23.0,3.0,7.67
CHIMBORAZO,GUAMOTE,CEBADAS,   COMUNIDAD PANCUN ICHUBAMBA       SECTOR TABIAL PAMBA,06B00621,TABIAL PAMBA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,45.0,4.0,11.25
CHIMBORAZO,GUAMOTE,CEBADAS,   COMUNIDAD PUCA TOTORAS,06B00478,FRANCISCO MANCERO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,25.0,1.0,25.0
CHIMBORAZO,GUAMOTE,CEBADAS,   COMUNIDAD      RETEN  ICHUBAMBA,06B00445,HUMBERTO GARCIA ORTIZ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,36.0,3.0,12.0
CHIMBORAZO,GUAMOTE,CEBADAS,   COMUNIDAD RETÉN ICHUBAMBA  - SECTOR GUALIÑAG,06B00480,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE 23 DE JULIO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,134.0,12.0,11.17
CHIMBORAZO,GUAMOTE,CEBADAS,   COMUNIDAD SAN ANTONIO DE CEBADAS,06B00471,ANTONIO NEUMANE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,21.0,2.0,10.5
CHIMBORAZO,GUAMOTE,CEBADAS,   COMUNIDAD SAN VICENTE DE TABLILLAS,06B00474,GONZALO DAVALOS VALDIVIEZO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,26.0,2.0,13.0
CHIMBORAZO,GUAMOTE,CEBADAS,   SECTOR RETEN MACALETE,06B00472,INTI RAYMI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,12.0,2.0,6.0
CHIMBORAZO,GUAMOTE,GUAMOTE,"   CHANCHAN TIOCAJAS ""PUERTO BAQUERIZO MORENO""",06B00391,PUERTO BAQUERIZO MORENO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,17.0,2.0,8.5
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD ACHULLAY SAN AGUSTIN,06B00404,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ACHULLAY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,144.0,12.0,12.0
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD CHAUZÁN TOTORILLAS,06B00361,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ATAHUALPA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,260.0,18.0,14.44
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD CHISMAUTE ALTO,06B00431,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE DR. POMPEYO MONTALVO MONTERO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,266.0,18.0,14.78
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD CHISMAUTE TELAN,06B00379,CECIBEB JOSE IGNACIO PAREJA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,21.0,2.0,10.5
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD COCHALOMA TOTORILLAS,06B00373,RAFAEL BRITO MENDOZA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,26.0,3.0,8.67
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD GUAZAN SANTA CLARITA,06B00437,GUAZAN SANTA CLARITA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,80.0,7.0,11.43
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD LAIME CAPULISPUNGO,06B00382,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE AMAWTA FERNANDO DAQUILEMA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,132.0,11.0,12.0
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD LAIME SAN CARLOS,06B00374,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE RUMIÑAHUI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,161.0,15.0,10.73
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD LIRIO SAN GONZALO,06B00380,ANTONIO JOSE DE SUCRE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,27.0,2.0,13.5
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD LIRIO SAN JOSE,06B00377,OTTO AROSEMENA GOMEZ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,27.0,2.0,13.5
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD MERCEDES CADENA,06B00366,JHON F. KENNEDY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,90.0,7.0,12.86
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD PULL CHICO,06B00385,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ELOY ALFARO DELGADO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,265.0,18.0,14.72
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD PULL QUISHUAR,06B00375,MANUEL LASSO GUZÑAY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,86.0,8.0,10.75
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD PULL SAN JOSE,06B00622,16 DE MARZO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,70.0,6.0,11.67
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD SAN ALFONSO DE TIO CAJAS,06B00389,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÛE BATALLA DE TIOCAJAS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,66.0,11.0,6.0
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD SAN JOSE DE CECEL,06B00424,CECIBEB HECTOR BURBANO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,26.0,2.0,13.0
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD SAN MIGUEL DE CHACAZA,06B00384,PABLO PALACIOS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,6.0,2.0,3.0
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD SAN PABLO DE GRAMAPAMBA,06B00395,SALVADOR BUSTAMANTE CELI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,181.0,14.0,12.93
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD SAN PEDRO DE YACUPAMBA,06B00370,CECIBEB JOSE DE LA CUADRA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,43.0,4.0,10.75
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD SANTA CRUZ DE GUAMOTE,06B00406,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA USUBUG FE Y ALEGRIA,Fiscomisional,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,12.0,1.0,12.0
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD SANTA TERESITA,06B00363,CECIBEB PEDRO MONTERO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,76.0,6.0,12.67
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD SAN VICENTE DE NANZAG,06B00409,CECIBEB PEDRO JOSE ARTETA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,99.0,9.0,11.0
CHIMBORAZO,GUAMOTE,GUAMOTE,   COMUNIDAD TEJAR BALBANEDA,06B00413,CECIBEB FEDERICO HERBART,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,32.0,4.0,8.0
CHIMBORAZO,GUAMOTE,GUAMOTE,   CORPORACION DE COMUNIDADES DE SABLOG COCISA,06B00388,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE COCISA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,124.0,14.0,8.86
CHIMBORAZO,GUAMOTE,GUAMOTE,   PULL GRANDE,06B00381,SILVIA GUEVARA PEREZ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,81.0,9.0,9.0
CHIMBORAZO,GUAMOTE,GUAMOTE,   VÍA ANTIGUA A MACAS  COMUNIDAD CHISMAUTE YURAC RUMI,06B00371,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA MANUEL DEL PINO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,130.0,10.0,13.0
CHIMBORAZO,GUAMOTE,PALMIRA,   COMITE DE DESARROLLO SANTA MONICA DE MAGUAZO,06B00517,UECIB GALO ATIAGA BUSTILLOS,Fiscomisional,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,98.0,8.0,12.25
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD  ATAPO EL CARMEN,06B00484,CECIBEB  LUIS CORDERO CRESPO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,113.0,9.0,12.56
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD ATAPO QUICHALAN,06B00485,CECIBEB MOVIMIENTO 3 DE MAYO FE Y ALEGRIA,Fiscomisional,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,6.0,1.0,6.0
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD ATAPO  QUILLUTORO,06B00495,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE DANIEL EVAS GUARACA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,115.0,13.0,8.85
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD ATAPO SANTA CRUZ,06B00498,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE HEROES DEL CENEPA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,311.0,19.0,16.37
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD: ATAPO SANTA ELENA,06B00492,CECIBEB ATAPO SANTA ELENA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,152.0,10.0,15.2
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD CALTE LAIME,06B00507,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE NACION PURUHA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,233.0,15.0,15.53
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD CHAUZAN SAN ALFONSO,06B00490,CECIBEB 14 DE ABRIL,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,131.0,12.0,10.92
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD GALTE BISÑAG,06B00483,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA JOSÉ MANUEL NAULA LEMA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,21.0,2.0,10.5
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD GALTE CACHIPATA,06B00512,CECIBEB GALTE CACHIPATA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,22.0,2.0,11.0
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD GALTE CENTRO CIVICO,06B00506,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE AMBROSIO LASSO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,250.0,15.0,16.67
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD GALTE JATUN LOMA,06B00505,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE 16 DE NOVIEMBRE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,240.0,17.0,14.12
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD LAS GRANJA DE SUTIPUD,06B00532,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA SUTIPUD,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,30.0,2.0,15.0
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD PALMIRA CENTRO,06H01004,UNIDAD EDUCATIVA DEL MILENIO GUARDIANA DE LA LENGUA 27 DE FEBRERO,Fiscal,Sierra,Intercultural,Indígena,Kichwa,Puruhá,611.0,32.0,19.09
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD RODEO VAQUERIA,06B00511,CAPITAN GEOVANNY CALLES LASCANO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,49.0,3.0,16.33
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD SAN CARLOS DE TIPIN,06B00521,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE LOS TIPINES,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,221.0,16.0,13.81
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD SAN FRANCISCO DE BISHUD,06B00489,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA JUAN A COMENIO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,95.0,10.0,9.5
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD   SAN JUAN DE GALTE,06B00503,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA 7 DE ABRIL,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,31.0,2.0,15.5
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD SAN VICENTE DE TIPÍN,06B00513,CECIBEB LUIS ALBERTO CASTILLO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,101.0,7.0,14.43
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD SARA CHUPA,06B00482,DOLORES CACUANGO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,30.0,3.0,10.0
CHIMBORAZO,GUAMOTE,PALMIRA,   COMUNIDAD TIPIN CHACALLO,06B00515,CECIBEB TIPIN CHACALLO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,24.0,2.0,12.0
CHIMBORAZO,GUAMOTE,PALMIRA,   GALTE YAGUACHI,06B00500,GALTE YAGUACHI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,104.0,7.0,14.86
CHIMBORAZO,RIOBAMBA,CACHA (CAB. EN MACHANGARA),   CACHA OBRAJE,06B00020,UNIDAD EDUCATIVA  INTERCULTURAL BILINGUE SHIRY CACHA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,135.0,13.0,10.38
CHIMBORAZO,RIOBAMBA,CACHA (CAB. EN MACHANGARA),   CACHATON SAN FRANCISCO,06B00017,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE CACHA DUCHICELA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,2.0,1.0,2.0
CHIMBORAZO,RIOBAMBA,CACHA (CAB. EN MACHANGARA),   COMUNIDAD CRUZADA GUALIQUIS,06B00018,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE MANUEL CHILI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,16.0,2.0,8.0
CHIMBORAZO,RIOBAMBA,CACHA (CAB. EN MACHANGARA),   COMUNIDAD SAN MIGUEL DE QUERA,06B00603,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE BARTOLOME RUIZ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,6.0,1.0,6.0
CHIMBORAZO,RIOBAMBA,CACHA (CAB. EN MACHANGARA),   COMUNIDAD SHILPALA,06B00004,CENTRO EDUCATIVO INTERCULTURAL BILINGUE FERNANDO DAQUILEMA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,28.0,6.0,4.67
CHIMBORAZO,RIOBAMBA,CALPI,   COMUNIDAD SAN JOSE DE GAUSHI,06B00032,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGÜE SAN JOSE DE GAUSHI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,61.0,4.0,15.25
CHIMBORAZO,RIOBAMBA,CALPI,   JATARI CAMPESINO,06B00022,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE CAPITAN GIOVANNI CALLES LASCAN,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,130.0,15.0,8.67
CHIMBORAZO,RIOBAMBA,FLORES,   COMUNIDAD GUANTUL GRANDE CENTRAL,06B00046,UNIDAD EDUCATIVA INTERCULTURAL BILINGÜE OSCAR EFREN REYES,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,74.0,12.0,6.17
CHIMBORAZO,RIOBAMBA,FLORES,   COMUNIDAD NAUBUG,06B00047,CECIBEB LIZARDO GARCIA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,53.0,6.0,8.83
CHIMBORAZO,RIOBAMBA,FLORES,   PUESETUS GRANDE,06B00606,ESCUELA DE EDUCACION INTERCULTURAL BILINGUE GENERAL ALEJO SAES,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,9.0,1.0,9.0
CHIMBORAZO,RIOBAMBA,LICTO,   A LADO DE FLORES VIA A CEBADAS,06B00050,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGÜE MUSHUK PAKARI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,17.0,2.0,8.5
CHIMBORAZO,RIOBAMBA,LICTO,   COMUNIDAD TUSHI SAN JAVIER,06B00056,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE SAN XAVIER,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,41.0,2.0,20.5
CHIMBORAZO,RIOBAMBA,LICTO,   COMUNIDAD TZIMBUTO QUINCAHUAN,06B00052,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE MANUEL ELICIO FLOR,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,36.0,4.0,9.0
CHIMBORAZO,RIOBAMBA,LICTO,   POLITECNICA CAMPO-TUNSHI,06B00607,COLEGIO DE BACHILLERATO INTERCULTURAL BILINGUE POLITECNICA DE CHIMBORAZO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,27.0,8.0,3.38
CHIMBORAZO,RIOBAMBA,LICTO,   SAN ANTONIO DE GUAGÑAG,06B00058,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE 13 DE JUNIO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,11.0,1.0,11.0
CHIMBORAZO,RIOBAMBA,LIZARZABURU,AV ATAHUALPA 28-37 NUEVE DE OCTUBRE ,06B00360,UNIDAD EDUCATIVA  INTERCULTURAL BILINGÜE PCEI PACHAYACHACHIK,Fiscomisional,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,56.0,2.0,28.0
CHIMBORAZO,RIOBAMBA,LIZARZABURU,CIUDADELA  LA PAZ  MATRIZ S-N Y  PANAMERICA SUR   BARRIO  TIERRA NUEVA JOSE PERALTA Y ALCOCER ,06B00002,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE MONSEÑOR LEONIDAS PROAÑO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,570.0,54.0,10.56
CHIMBORAZO,RIOBAMBA,PUNGALA,   CASERIO ANGUIÑAY,06B00059,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE PROCER ASCÁZUBI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,5.0,1.0,5.0
CHIMBORAZO,RIOBAMBA,PUNGALA,   COMUNIDAD EL ETEN,06B00076,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGÜE REY DE LOS ANDES,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,6.0,1.0,6.0
CHIMBORAZO,RIOBAMBA,PUNGALA,   COMUNIDAD NIÑO LOMA,06B00063,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGÜE AGUSTIN PROAÑO RECALDE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,5.0,1.0,5.0
CHIMBORAZO,RIOBAMBA,PUNGALA,   COMUNIDAD PURUHUAY SAN GERARDO,06B00072,UNIDAD EDUCATIVA  INTERCULTURAL BILINGUE SANGAY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,77.0,11.0,7.0
CHIMBORAZO,RIOBAMBA,PUNGALA,   COMUNIDAD SAN FRANCISCO DE APUÑAG,06B00065,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGUE TNTE. GUSTAVO LEDESMA VASQUEZ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,7.0,1.0,7.0
CHIMBORAZO,RIOBAMBA,PUNGALA,   PELTETEC,06B00071,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGÜE JOSE FELIX TIXI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,3.0,1.0,3.0
CHIMBORAZO,RIOBAMBA,PUNGALA,   SAN ANTONIO DE ALAO,06B00079,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE RIO GUAMBOYA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,91.0,13.0,7.0
CHIMBORAZO,RIOBAMBA,PUNGALA,   SHANAYCUN,06B00061,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGÜE ANGEL MANUEL VALENCIA NORIEGA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,26.0,5.0,5.2
CHIMBORAZO,RIOBAMBA,PUNGALA,   SHULLIDIS,06B00631,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGUE BENJAMIN CARRION,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,8.0,1.0,8.0
CHIMBORAZO,RIOBAMBA,PUNIN,   CASERIO MIRALOMA,06B00083,CONSOLATA 92,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,12.0,2.0,6.0
CHIMBORAZO,RIOBAMBA,PUNIN,   CUMUNIDAD SAN ANTONIO DE BASHALAN,06B00087,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE BASHALAN,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,108.0,14.0,7.71
CHIMBORAZO,RIOBAMBA,SAN JUAN,   COMUNIDAD  BALLAGAN,06B00610,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE VENTURA GUAMÁN CHAGÑAY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,5.0,1.0,5.0
CHIMBORAZO,RIOBAMBA,SAN JUAN,   COMUNIDAD CHIMBORAZO,06B00106,UNIDAD EDUCATIVA  INTERCULTURAL BILINGUE CHIMBORAZO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,147.0,17.0,8.65
CHIMBORAZO,RIOBAMBA,SAN JUAN,   COMUNIDAD GUABUG,06B00096,UNIDAD EDUCATIVA  INTERCULTURAL BILINGUE INTERANDINA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,113.0,15.0,7.53
CHIMBORAZO,RIOBAMBA,SAN JUAN,   COMUNIDAD SHOBOL LLINLLIN,06B00092,ESCUELA DE EDUCACION BASICA  INTERCULTURAL BILINGUE CIUDAD DE TULCAN,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,42.0,4.0,10.5
CHIMBORAZO,RIOBAMBA,SAN JUAN,   GANQUIS CUIQUILOMA,06B00609,ESCUELA DE EDUCACION BASICA I B GANQUIS CUIQUILOMA INDIGENA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,5.0,1.0,5.0
COTOPAXI,LATACUNGA,IGNACIO FLORES (PARQUE FLORES),   BARRIO PALOPO,05B00117,UNIDAD EDUCATIVA COMUNITARIA  INTERCULTURAL BILINGÜE SUMAK KAWSAY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,85.0,8.0,10.62
